"3259";NULL;"1105603622";NULL;"САО";"Академическая Б. ул. 59/1 к.А (напротив, пересечение с 4-м Новомихалковским проездом)";"0";NULL;"1";"Постер 6х3";"http://foto.trk-media.ru/trk-gallery/sever/1539 с Б.jpg";"Академическая Б. ул. 59/1 к.А (напротив, пересечение с 4-м Новомихалковским проездом)";"161016.95";NULL;NULL;"НДС (18%)";"37.54597222";"55.83927778";" ";"0.46";"46.89";"B";"3x6";"1";"2015-04-29 12:43:25";"2015-04-29 12:43:25";"190000";"1"
"3260";NULL;"1105600621";NULL;"САО";"Академическая Б. ул. 63 (-)";"0";NULL;"1";"Постер 6х3";"http://foto.trk-media.ru/trk-gallery/sever/1529 с А.JPG";"Академическая Б. ул. 63 (-)";"169491.53";NULL;NULL;"НДС (18%)";"37.54622222";"55.83955556";" ";"0.55";"55.11";"A";"3x6";"1";"2015-04-29 12:43:25";"2015-04-29 12:43:25";"200000";"1"
"3261";NULL;"1105600622";NULL;"САО";"Академическая Б. ул. 63 (-)";"0";NULL;"1";"Постер 6х3";"http://foto.trk-media.ru/trk-gallery/sever/1529 с Б.JPG";"Академическая Б. ул. 63 (-)";"161016.95";NULL;NULL;"НДС (18%)";"37.54622222";"55.83955556";" ";"0.46";"46.41";"B";"3x6";"1";"2015-04-29 12:43:25";"2015-04-29 12:43:25";"190000";"1"
"3262";NULL;"1543с21";NULL;"САО";"Академическая Б. ул. 67 (-)";"0";NULL;"1";"Постер 6х3";"http://foto.trk-media.ru/trk-gallery/sever/1543 с А.JPG";"Академическая Б. ул. 67 (-)";"169491.53";NULL;NULL;"НДС (18%)";"37.54863889";"55.84041667";" ";"0.52";"52.91";"A";"3x6";"1";"2015-04-29 12:43:25";"2015-04-29 12:43:25";"200000";"1"
"3263";NULL;"1543с22";NULL;"САО";"Академическая Б. ул. 67 (-)";"0";NULL;"1";"Постер 6х3";"http://foto.trk-media.ru/trk-gallery/sever/1543 с Б.jpg";"Академическая Б. ул. 67 (-)";"161016.95";NULL;NULL;"НДС (18%)";"37.54863889";"55.84041667";" ";"0.45";"45.9";"B";"3x6";"1";"2015-04-29 12:43:25";"2015-04-29 12:43:25";"190000";"1"
"3264";NULL;"1527с21";NULL;"САО";"Академическая Б. ул. 73 к.1 (-)";"0";NULL;"1";"Постер 6х3";"http://foto.trk-media.ru/trk-gallery/sever/1527 с А.JPG";"Академическая Б. ул. 73 к.1 (-)";"169491.53";NULL;NULL;"НДС (18%)";"37.55363889";"55.84227778";" ";"0.52";"52.49";"A";"3x6";"1";"2015-04-29 12:43:25";"2015-04-29 12:43:25";"200000";"1"
"3265";NULL;"1527с22";NULL;"САО";"Академическая Б. ул. 73 к.1 (-)";"0";NULL;"1";"Постер 6х3";"http://foto.trk-media.ru/trk-gallery/sever/1527 с Б.JPG";"Академическая Б. ул. 73 к.1 (-)";"161016.95";NULL;NULL;"НДС (18%)";"37.55363889";"55.84227778";" ";"0.45";"45.81";"B";"3x6";"1";"2015-04-29 12:43:25";"2015-04-29 12:43:25";"190000";"1"
"3266";NULL;"1542с21";NULL;"САО";"Академическая Б. ул. 73 к.1 (-)";"0";NULL;"1";"Постер 6х3";"http://foto.trk-media.ru/trk-gallery/sever/1542 с А.jpg";"Академическая Б. ул. 73 к.1 (-)";"169491.53";NULL;NULL;"НДС (18%)";"37.55072222";"55.84116667";" ";"0.52";"52.91";"A";"3x6";"1";"2015-04-29 12:43:25";"2015-04-29 12:43:25";"200000";"1"
"3267";NULL;"1542с22";NULL;"САО";"Академическая Б. ул. 73 к.1 (-)";"0";NULL;"1";"Постер 6х3";"http://foto.trk-media.ru/trk-gallery/sever/1542 с Б.jpg";"Академическая Б. ул. 73 к.1 (-)";"161016.95";NULL;NULL;"НДС (18%)";"37.55072222";"55.84116667";" ";"0.45";"45.89";"B";"3x6";"1";"2015-04-29 12:43:25";"2015-04-29 12:43:25";"190000";"1"
"3268";NULL;"1524с21";NULL;"САО";"Академическая Б. ул. 81 с.1 (напротив, позиция 1)";"0";NULL;"1";"Постер 6х3";"http://foto.trk-media.ru/trk-gallery/sever/1524 с А.JPG";"Академическая Б. ул. 81 с.1 (напротив, позиция 1)";"169491.53";NULL;NULL;"НДС (18%)";"37.55913889";"55.84416667";" ";"0.51";"51.82";"A";"3x6";"1";"2015-04-29 12:43:25";"2015-04-29 12:43:25";"200000";"1"
